cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"16205","0","335757","0","The State Bank of Oskaloosa","Oskaloosa","KS","66066","3/31/2015","5/17/2015","NM","518 Liberty Street","","1","0","0","7","1","Jefferson","45820","Topeka, KS","8/1/1887","8/3/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","","26679","26679","22583","0","4096","0","0","0","","11631","6409","15048","4270","1623","9155","20270","6409","20270","25786","24223","2431","0","0","0","",""
"16344","0","923949","1246720","The State Bank of Pearl City","Pearl City","IL","61062","3/31/2015","5/17/2015","NM","215 South Main Street","PEARL CITY BANCORP, INC.","2","0","0","8","1","Stephenson","","","12/8/1945","12/8/1945","2/20/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.pearlcitybank.com","44088","44088","40012","0","3920","156","0","0","","6537","6381","37551","8848","4845","23858","37707","6418","37670","43562","42344","5365","0","0","0","",""
"8110","0","418856","1051063","The State Bank of Spring Hill","Spring Hill","KS","66083","3/31/2015","5/17/2015","NM","201 South Webster Street","DUNMIRE AGENCY, INC., THE","1","0","0","7","0","Johnson","28140","Kansas City, MO-KS","5/17/1927","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.sbsh-ks.com","33581","33581","25610","0","7971","0","0","0","","18237","7933","15344","4027","4075","7242","25648","7943","25638","32751","26452","2037","0","0","0","",""
"24109","0","706151","0","The State Bank of Texas","Houston","TX","77092","3/31/2015","5/17/2015","SM","3330 Antoine Drive","","2","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/22/1982","10/22/1982","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.tsbot.com","150500","150500","150405","0","95","0","0","0","","51530","48312","98970","4198","12088","82685","102188","48312","102188","79016","58271","2922","0","0","0","",""
"4514","13211","490348","1200179","The State Bank of Toledo","Toledo","IA","52342","3/31/2015","5/17/2015","NM","100 East High","TAMA COUNTY ABSTRACT COMPANY","2","0","0","2","1","Tama","","","1/1/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.banktoledo.com","98571","98571","81816","0","16755","0","0","0","","48500","14757","50071","11320","20002","18749","83814","26278","72293","94243","81780","7378","950","950","0","",""
"1114","14214","566953","1128255","The State Bank of Townsend","Townsend","MT","59644","3/31/2015","5/17/2015","SM","400 Broadway","S.B.T. FINANCIAL, INC.","1","0","0","2","1","Broadwater","","","6/1/1899","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.statebankoftownsend.com","50134","50134","48914","1","1219","0","0","0","","20614","12321","29520","8776","3411","17333","37813","12321","37813","46548","46123","2827","0","0","0","",""
"4232","0","952257","2438205","The State Bank of Wynnewood","Wynnewood","OK","73098","3/31/2015","5/17/2015","NM","109 S. Dean A. Mcgee Street","GARVIN COUNTY BANCSHARES, INC.","1","0","0","2","1","Garvin","","","8/1/1910","1/1/1934","10/2/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.sbwok.com","70635","70635","64988","0","5647","0","0","0","","27250","15866","43385","13112","5569","24704","54769","15865","54769","64976","56597","6240","0","0","0","",""
"17375","0","571957","0","The State Exchange Bank","Mankato","KS","66956","3/31/2015","5/17/2015","NM","107 South Commercial Street","","1","0","0","2","1","Jewell","","","11/1/1887","12/16/1954","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.stateexchange.net","31675","31675","23628","4","8043","0","0","0","","12669","6171","19006","6504","3219","9283","25504","6147","25528","31411","26130","1794","0","0","0","",""
"13551","0","354851","1062500","The State Exchange Bank","Lamont","OK","74643","3/31/2015","5/17/2015","NM","1280 Main Street","STATE EXCHANGE BANCSHARES, INC.","1","0","0","2","0","Grant","","","10/1/1901","1/1/1934","3/15/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.stateexchangebank.com","48264","48264","44420","2000","1844","0","0","0","","30580","24035","17684","1179","3491","13015","24229","24279","23985","46015","29145","554","249","249","0","",""
"5580","0","494168","0","The State National Bank in West","West","TX","76691","3/31/2015","5/17/2015","N","100 North Main Street","","1","0","0","2","0","Mclennan","47380","Waco, TX","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.snbwest.com","65626","65626","62365","0","3261","0","0","0","","38597","22790","27029","1227","12011","13791","42836","22790","42836","65075","58079","2929","0","0","0","",""
"3103","0","169354","1110278","The State National Bank of Big Spring","Big Spring","TX","79720","3/31/2015","5/17/2015","N","901 Main Street","SNB FINANCIAL, INC.","3","0","0","2","1","Howard","","","3/1/1909","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.statenb.com","310297","310297","278936","0","31360","0","0","0","","29070","19531","281226","34340","205044","41842","290765","111503","198794","299432","209645","5365","0","0","0","",""
"3237","0","460556","1103234","The State National Bank of Groom","Groom","TX","79039","3/31/2015","5/17/2015","N","99 Broadway","GROOM BANCSHARES, INC.","2","0","0","2","1","Carson","11100","Amarillo, TX","5/1/1925","1/1/1934","8/14/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","wwww.snbgroom.com","34344","34344","30014","0","4330","0","0","0","","13298","6662","21046","8767","3100","9179","27682","6662","27682","34344","26953","346","0","0","0","",""
"13249","13742","259956","1137686","The State Savings Bank of Manistique","Manistique","MI","49854","3/31/2015","5/17/2015","SM","101 South Cedar","SSB, INC.","4","0","0","4","0","Schoolcraft","","","7/7/1917","1/1/1934","5/10/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","www.statesavingsbank.com","92742","92742","74264","0","18470","8","0","0","","54287","5580","38455","1393","13814","23249","87162","5912","86830","89711","80697","3229","0","0","0","",""
"5306","13399","598048","1245509","The Stephenson National Bank and Trust","Marinette","WI","54143","3/31/2015","5/17/2015","N","1818-1820 Hall Avenue","STEPHENSON NATIONAL BANCORP, INC.","9","0","1","4","1","Marinette","","","10/30/1874","1/1/1934","10/25/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.snbt.com","348658","348658","327928","0","20671","59","0","0","","101920","66279","246738","39692","101185","105861","282379","66279","282379","331464","314424","24090","6575","5068","0","",""
"414","0","958558","0","The Stock Exchange Bank","Woodward","OK","73801","3/31/2015","5/17/2015","NM","1117 Tenth Street","","3","0","0","7","0","Woodward","","","1/3/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.stockexchangebank.com","257474","257474","193947","1","63526","0","0","0","","172293","60052","85181","47379","0","37802","197422","60053","197421","253953","155306","5549","0","0","0","",""
"15784","0","671053","1956702","The Stock Exchange Bank, Caldwell, Kansas","Caldwell","KS","67022","3/31/2015","5/17/2015","SM","103 South Main Street","STOCK EXCHANGE FINANCIAL CORPORATION","2","0","0","2","0","Sumner","48620","Wichita, KS","11/12/1881","12/27/1940","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.stockxbank.com","45150","45150","40288","0","4862","0","0","0","","12146","7902","33004","7042","3841","22122","37248","7902","37248","40432","41298","1987","0","0","0","",""
"18165","15637","265452","1064410","The Stockgrowers State Bank","Maple Hill","KS","66507","3/31/2015","5/17/2015","NM","225 Main St","MAPLE HILL BANCSHARES, INC.","3","0","0","2","1","Wabaunsee","45820","Topeka, KS","1/1/1906","3/8/1960","4/25/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://stockgrowers.biz","52492","52492","40924","0","11568","0","0","0","","25697","7392","26795","1402","9504","15889","45100","7385","45107","51615","43068","2209","0","0","0","",""
"17650","0","424156","3343070","The Stockgrowers State Bank of Ashland, Kansas","Ashland","KS","67831","3/31/2015","5/17/2015","NM","622 Main Street","STOCKGROWERS STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","1","Clark","","","6/23/1885","8/23/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.stockgrowersbank.com","105659","105659","96682","0","8977","0","0","0","","36450","20627","69209","14614","9958","44637","85032","20627","85032","98451","89250","7278","0","0","0","",""
"4777","13135","198859","1060131","The Stockton National Bank","Stockton","KS","67669","3/31/2015","5/17/2015","N","123 North Cedar Street","STOCKTON BANCSHARES, INC.","5","0","0","2","1","Rooks","","","1/1/1900","1/1/1934","8/2/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.snbks.com","142755","142755","117604","0","21394","3757","0","0","","63515","27261","79240","14383","20429","44428","115494","27261","115494","132810","123217","5908","0","0","0","",""
"7278","15878","799612","1130865","The Suffolk County National Bank of Riverhead","Riverhead","NY","11901","3/31/2015","5/17/2015","N","6 West 2nd Street","SUFFOLK BANCORP","26","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","1/6/1890","1/1/1934","1/3/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.scnb.com","1593015","1593015","1349469","75","243471","0","0","0","","215617","190535","1377398","241856","912353","223189","1402480","683936","909079","1466746","1542628","15803","4788","4788","0","",""
"1893","0","796125","2429838","The Talbot Bank of Easton, Maryland","Easton","MD","21601","3/31/2015","5/17/2015","NM","18 Dover Street","SHORE BANCSHARES, INC.","7","0","0","4","0","Talbot","","","6/8/1885","1/1/1934","1/31/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","talbot-bank.com","518989","518989","460465","0","58524","0","0","0","","73015","24632","445974","124309","177736","143929","494357","97534","421455","497527","416452","31522","1364","1364","0","",""
"13584","0","358756","1055100","The Tampa State Bank","Tampa","KS","67483","3/31/2015","5/17/2015","NM","326 North Main Street","TAMPA STATE BANKSHARES, INC.","2","0","0","2","1","Marion","","","1/1/1901","1/9/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.tampastatebank.com","43858","43858","37871","0","5987","0","0","0","","13873","9226","29985","9209","4351","16425","34632","9226","34632","41171","37551","4785","0","0","0","",""
"4569","0","611451","1094314","The Third National Bank of Sedalia","Sedalia","MO","65301","3/31/2015","5/17/2015","N","301 West Broadway","CENTRAL BANCOMPANY, INC","7","0","0","8","0","Pettis","","","1/1/1883","1/1/1934","10/1/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","www.thirdnationalbank.com","357235","357235","295238","2","61973","22","0","0","","20523","13060","336712","214532","45261","76919","344175","70290","286945","343955","278057","22536","1317","1317","0","",""
"15774","0","389059","2249371","The Tilden Bank","Tilden","NE","68781","3/31/2015","5/17/2015","SM","100 E. 2nd Street","TILDEN BANCSHARES, INC.","3","0","0","2","0","Madison","","","7/23/1887","1/1/1934","8/12/2009","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","http://www.tildenbank.com","73487","73487","63886","528","9073","0","0","0","","30104","29826","43383","14795","13080","15508","43661","14884","58603","73204","65513","3159","0","0","0","",""
"1941","15518","984856","1097744","The Tipton Latham Bank, National Association","Tipton","MO","65081","3/31/2015","5/17/2015","N","800 West Highway 50","LATHAM BANCSHARES, INC.","2","0","0","2","1","Moniteau","27620","Jefferson City, MO","12/29/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","www.tiptonlathambank.com","98414","98414","94509","0","3905","0","0","0","","23544","18176","74870","15230","6104","53535","80238","18176","80238","94190","90960","5114","992","992","0","",""
"16636","12135","65205","0","The Torrington Savings Bank","Torrington","CT","6790","3/31/2015","5/17/2015","SB","129 Main Street","","9","0","0","5","0","Litchfield","","","8/15/1868","10/22/1947","3/31/2006","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","www.torringtonsavings.com","651463","651463","649185","7","2271","0","0","0","","67382","16057","584081","218298","22378","343405","635406","18728","632735","634184","634672","77690","0","0","0","",""
"16971","0","612159","1060131","The Trego-WaKeeney State Bank","Wakeeney","KS","67672","3/31/2015","5/17/2015","NM","134 N Main Street","STOCKTON BANCSHARES, INC.","1","0","0","2","1","Trego","","","1/2/1951","1/2/1951","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.twsbank.com","62229","62229","49910","31","12288","0","0","0","","29997","10163","32232","352","16953","14926","52066","10163","52066","59720","48649","1666","0","0","0","",""
"16339","0","657954","1058697","The Tri-County Bank","Stuart","NE","68780","3/31/2015","5/17/2015","NM","106 N. Main St","TRI-COUNTY COMPANY","4","0","0","2","0","Holt","","","11/17/1945","11/17/1945","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.tricountybank.com","94708","94708","89132","0","5465","111","0","0","","35123","20896","59585","28966","11451","19168","73812","20893","73815","89242","85010","4259","5466","5466","0","",""
"13832","0","894834","2730495","The Trust Bank","Lenox","GA","31637","3/31/2015","5/17/2015","NM","50 West Central Ave","TRUST HOLDING COMPANY, INC.","3","0","0","4","1","Cook","","","6/25/1907","1/1/1934","3/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://www.bankoflenox.com","30477","30477","26821","0","3656","0","0","0","","12764","10191","17713","0","2494","15219","20286","10191","20286","29725","28399","1722","0","0","0","",""
"58700","18054","2180410","0","The Trust Company of Virginia","Richmond","VA","23235","3/31/2015","5/17/2015","SA","9030 Stony Point Parkway, #","","1","0","0","7","0","Richmond City","40060","Richmond, VA","2/5/2008","2/5/2008","7/21/2011","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.tcva.com","500","500","500","0","0","0","0","0","","500","500","0","0","0","0","0","500","0","500","250","0","0","0","0","",""
"7789","10448","906410","1142813","The Turbotville National Bank","Turbotville","PA","17772","3/31/2015","5/17/2015","N","4710 State Route 54","TURBOTVILLE NATIONAL BANCORP, INC.","1","0","0","2","0","Northumberland","","","1/1/1910","1/1/1934","10/30/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.ttnb.com","108217","108217","106719","0","1498","0","0","0","","24145","12225","84072","6687","20781","56605","95992","12225","95992","104471","104657","13279","0","0","0","",""
"13802","0","381026","0","The Twin Valley Bank","West Alexandria","OH","45381","3/31/2015","5/17/2015","SM","2 East Dayton Street","","2","0","0","4","0","Preble","","","1/1/1888","2/5/1934","11/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.twinvalleybank.com","42777","42777","38726","0","4052","0","0","0","","14898","5803","27880","6385","10006","11488","36975","5803","36974","42777","39245","2007","0","0","0","",""
"8800","14663","144436","1084566","The Union Bank","Marksville","LA","71351","3/31/2015","5/17/2015","NM","305 North Main Street","UNION BANCSHARES, INCORPORATED","10","0","0","8","0","Avoyelles","","","9/3/1910","1/1/1934","1/5/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.union-bank.com","195048","195048","184581","0","10467","0","0","0","","59572","48169","135476","1786","23944","109745","146879","48169","146879","174770","180474","8044","750","750","0","",""
"9420","0","852254","1126372","The Union Bank","Beulah","ND","58523","3/31/2015","5/17/2015","NM","1700 Highway 49 North","UNION HOLDING COMPANY","5","0","0","2","0","Mercer","","","1/1/1899","1/1/1934","8/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.theunionbank.com","137176","137176","123700","0","13476","0","0","0","","52247","27629","84929","22445","32121","30364","109547","28077","109099","135129","119650","6153","0","0","0","",""
"12969","9881","780218","1136009","The Union Bank Company","Columbus Grove","OH","45830","3/31/2015","5/17/2015","NM","100 South High Street","UNITED BANCSHARES, INC.","17","0","0","4","0","Putnam","","","11/21/1904","1/1/1934","11/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.theubank.com","547600","547600","508940","0","37157","1503","0","0","","91144","65028","456456","44394","246106","165954","482572","84025","463575","463305","509131","23200","80992","80992","4664","",""
"14597","11083","86349","1099805","The Union Bank of Mena","Mena","AR","71953","3/31/2015","5/17/2015","SM","303 Highway 71 North","UNION BANKSHARES, INC.","3","0","0","6","1","Polk","","","7/25/1934","7/26/1934","9/20/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.unionbankofmena.com","187358","187358","159234","5","28119","0","0","0","","93294","54653","94064","8886","28828","56350","132705","54653","132705","182882","159098","11284","0","0","0","",""
"15326","15707","289225","1071614","The Union Banking Company","West Mansfield","OH","43358","3/31/2015","5/17/2015","NM","105 East Center Street","UNION BANCORP, INC.","2","0","0","7","1","Logan","","","1/1/1928","12/23/1935","5/15/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","","38884","38884","21847","0","17037","0","0","0","","10746","3018","28138","93","10221","17824","35866","3018","35866","28485","29113","637","0","0","0","",""
"1869","12710","227151","3094121","The Union State Bank","Arkansas City","KS","67005","3/31/2015","5/17/2015","SM","127 South Summit Street","DOCKING BANCSHARES, INC.","7","0","0","8","1","Cowley","","","12/30/1908","1/1/1934","7/1/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.myunionstate.com","204498","204498","183341","62","20760","335","0","0","","97822","36901","106676","28821","19476","58380","167597","36901","167597","194848","176152","12723","0","0","0","",""
"18610","13737","736550","1057515","The Union State Bank of Everest","Everest","KS","66424","3/31/2015","5/17/2015","SM","545 Main Street","EVEREST BANCSHARES, INC.","6","0","1","2","1","Brown","","","8/5/1901","11/19/1954","9/1/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.mybankusb.com","221461","221461","190177","0","29373","1911","0","0","","21986","10085","199475","17662","127893","53919","211376","38610","182851","213246","185987","8981","0","0","0","",""
"32606","8521","1229198","1918120","The University National Bank of Lawrence","Lawrence","KS","66049","3/31/2015","5/17/2015","N","1400 Kasold Drive","LAWRENCE FINANCIAL CORPORATION","1","0","0","4","1","Douglas","29940","Lawrence, KS","11/18/1988","11/18/1988","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","WWW.UNBANK.COM","64378","64378","63873","0","505","0","0","0","","25794","15346","38584","16742","4464","17378","49032","15345","49033","62774","56570","2697","0","0","0","",""
"13748","14005","313009","2691185","The Upstate National Bank","Ogdensburg","NY","13669","3/31/2015","5/17/2015","N","729 Proctor Ave","K & Z COMPANY LLC, THE","4","0","0","4","0","Saint Lawrence","","","9/27/1922","1/24/1934","1/1/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.upstatebank.com","76533","76533","39183","0","5824","31526","0","0","","15422","11618","61111","5893","10643","44575","64915","11617","64916","74058","72973","1323","0","0","31526","",""
"15038","0","1005552","1472060","The Valley State Bank","Belle Plaine","KS","67013","3/31/2015","5/17/2015","NM","502 North Merchant Street","MORLEY BANCSHARES CORPORATION","3","0","0","8","0","Sumner","48620","Wichita, KS","1/1/1897","2/28/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.valleystatebank.com","107903","107903","83081","0","20590","4232","0","0","","39149","28944","68754","17745","7001","44008","78959","29089","78814","88589","86346","9510","3983","3983","0","",""
"14345","0","420653","1057186","The Valley State Bank","Syracuse","KS","67878","3/31/2015","5/17/2015","SM","110 West Avenue B","VALLEY BANCORP, INC.","2","0","0","2","1","Hamilton","","","7/27/1905","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.thevalleystatebank.com","83679","83679","67609","762","11042","4266","0","0","","20840","13694","62839","16266","4335","42238","69985","13694","69985","79522","69689","4166","0","0","0","",""
"10526","0","258632","1138094","The Vernon Bank","Leesville","LA","71446","3/31/2015","5/17/2015","NM","Mechanic St. & Hwy. 171 N.","VERNON BANCSHARES, INC.","2","0","0","8","1","Vernon","","","9/5/1933","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","http://www.thevernonbank.com","70520","70520","62291","0","8229","0","0","0","","34753","31023","35767","12397","10326","13044","39497","31023","39497","64823","53446","820","0","0","0","",""
"58615","0","3603961","3939286","The Victory Bank","Limerick","PA","19468","3/31/2015","5/17/2015","NM","548 North Lewis Road","VICTORY BANCORP, INC, THE","2","0","0","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/16/2008","1/16/2008","3/13/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.thevictorybank.com/","138766","138766","130353","0","8413","0","0","0","","32673","26977","106093","19619","60916","25558","111789","23486","115280","129827","116198","3398","5993","5993","0","",""
"10439","0","487843","2746094","The Village Bank","Saint Libory","IL","62282","3/31/2015","5/17/2015","NM","856 Sparta Street","VILLAGE BANCSHARES, INC","3","0","0","8","1","Saint Clair","41180","St. Louis, MO-IL","1/1/1920","1/1/1934","5/14/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.villagebank.info","81003","81003","74571","0","6432","0","0","0","","26296","19186","54707","5475","24055","25176","61817","19151","61852","81003","73367","5073","0","0","0","",""
"26336","5765","173575","0","The Village Bank","Auburndale","MA","2466","3/31/2015","5/17/2015","SB","307 Auburn Street","","8","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/1/1910","8/12/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.village-bank.com","722362","722362","713084","0","9278","0","0","0","","59321","25781","663041","23757","415123","224162","696581","106182","616180","651389","585819","28574","0","0","0","",""
"6636","0","754826","1070765","THE VINTON COUNTY NATIONAL BANK","Mc Arthur","OH","45651","3/31/2015","5/17/2015","N","112 West Main Street","COMMUNITY BANCSHARES, INC.","17","0","0","8","0","Vinton","","","1/1/1867","1/1/1934","11/14/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.vintoncountybank.com","758363","758363","644988","0","113132","243","0","0","","260813","99174","497550","122687","75845","299018","659189","99174","659189","721879","639024","60561","0","0","0","",""
"5569","0","548267","3386321","The Waggoner National Bank of Vernon","Vernon","TX","76384","3/31/2015","5/17/2015","N","1818 Texas Street","WAGGONER NATIONAL BANCSHARES, INC.","2","0","0","2","1","Wilbarger","","","7/3/1899","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.wnbvernon.com","242221","242221","208288","25","33908","0","0","0","","103820","40923","138401","63458","8408","66535","201298","40923","201298","230954","175137","12989","0","0","0","",""
"17982","0","490955","1067943","The Walton State Bank","Walton","KS","67151","3/31/2015","5/17/2015","NM","116 Main St","J & M BANCSHARES, INC.","1","0","0","7","0","Harvey","48620","Wichita, KS","5/27/1907","4/9/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","waltonstatebank.com","9120","9120","7394","0","1726","0","0","0","","3742","2889","5378","1084","1852","2442","6231","2899","6221","9120","7902","0","0","0","0","",""
"1908","0","190956","0","The Wanda State Bank","Wanda","MN","56294","3/31/2015","5/17/2015","NM","121 W Main","","1","0","0","2","0","Redwood","","","6/1/1932","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.wandastatebank.com","108509","108509","107386","0","1123","0","0","0","","25884","25884","82625","21818","10444","50363","82625","25884","82625","102646","100927","4662","0","0","0","",""
"17193","0","199137","1129515","The Warrington Bank","Pensacola","FL","32507","3/31/2015","5/17/2015","NM","4093 Barrancas Avenue","FIVE FLAGS BANKS, INC.","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","3/18/1953","3/18/1953","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","","71961","71961","71961","0","0","0","0","0","","36840","16033","35121","16454","9269","9398","55928","16073","55888","69923","56144","1173","0","0","0","",""
"23623","9487","816603","1115349","The Washington Trust Company, of Westerly","Westerly","RI","2891","3/31/2015","5/17/2015","NM","23 Broad Street","WASHINGTON TRUST BANCORP, INC.","21","0","1","4","0","Washington","39300","Providence-Warwick, RI-MA","1/1/1800","1/2/1982","9/18/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.washtrust.com","2786346","2786346","2644179","0","138081","4086","0","0","","209831","155323","2576515","821353","902542","852620","2631023","432301","2354045","2063128","2327354","138676","681267","681267","0","",""
"8397","14267","324229","4452401","The Waterford Commercial and Savings Bank","Waterford","OH","45786","3/31/2015","5/17/2015","NM","20115 State Route 339","2012 WATERFORD COMMERCIAL & SAVINGS BANK SHAREHOLDERS VOTING TRUST","2","0","0","8","0","Washington","","","1/1/1908","1/1/1934","2/21/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.waterfordbank.com","39819","39819","33793","0","6026","0","0","0","","21043","7680","18776","0","8632","10144","32139","7680","32139","39819","34446","1731","0","0","0","",""
"18071","0","437044","0","The Watkins Savings Bank","Watkins","IA","52354","3/31/2015","5/17/2015","NM","202 First Street","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","1/1/1892","9/1/1959","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","","60345","60345","59274","0","1071","0","0","0","","10136","7203","50209","14234","4851","31123","53142","7203","53142","58234","56403","8180","0","0","0","",""
