cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","3/31/2015","5/17/2015","SM","304 High Street","DELMARVA BANCSHARES, INC.","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","10/31/2014","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.1880bank.com","167972","167972","145319","1","22652","0","0","0","","58984","48852","108988","12561","39723","56705","119120","49637","118335","154339","137568","13171","0","0","0","",""
"33785","15377","2713920","3063622","1919 Investment Counsel & Trust Company,  National Association","Baltimore","MD","21202","3/31/2015","5/17/2015","N","100 Light Street","STIFEL FINANCIAL CORP.","1","0","0","7","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","2/16/1993","9/29/1999","10/8/2014","Stock","0","1","OCC","DIF","New York","KANSAS CITY","Baltimore","Richmond","Northeastern","Southeast","http://www.1919ic.com","500","500","500","0","0","0","0","0","","0","0","500","0","0","500","500","0","500","0","250","0","0","0","0","",""
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","3/31/2015","5/17/2015","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stadvantagebank.com","71330","71330","71298","0","32","0","0","0","","12360","9833","58970","32045","1560","25365","61497","9833","61497","67613","46291","1581","0","0","5613","",""
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","3/31/2015","5/17/2015","SM","201 North Wilbur","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Richland","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.our1stbank.com","43846","43846","43636","0","210","0","0","0","","21122","8912","22724","8912","6847","6965","34934","5748","38098","43846","39425","729","0","0","0","",""
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","3/31/2015","5/17/2015","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www/1stbankandtrust.com","116479","116479","107419","0","9060","0","0","0","","60886","35271","55593","5751","21075","28768","81208","35271","81209","114633","100102","6287","0","0","0","",""
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","3/31/2015","5/17/2015","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.1stbankseaisle.com","198811","198811","166144","0","32651","16","0","0","","51818","27458","146993","1501","99567","45925","171353","27957","170854","186520","156498","9616","0","0","0","",""
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","3/31/2015","5/17/2015","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","2/21/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.1stbankyuma.com","201791","201791","192529","0","9262","0","0","0","","97565","73285","104226","27752","39405","37068","128506","73285","128506","192211","158145","3446","0","0","0","",""
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","3/31/2015","5/17/2015","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.1stcameron.com","41764","41764","34662","9","7093","0","0","0","","13572","7104","28192","8406","6738","13048","34660","7104","34660","38261","36190","3111","0","0","0","",""
"58485","0","3594797","0","1st Capital Bank","Monterey","CA","93940","3/31/2015","5/17/2015","NM","5 Harris Court, Bldg N, # No","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","7/26/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.1stcapitalbank.com","436975","436975","416026","0","20949","0","0","0","","186326","160688","250649","125739","94603","30307","276287","160688","276287","418985","230632","3560","0","0","0","",""
"57657","0","3247598","3602236","1st Century Bank,  National Association","Los Angeles","CA","90067","3/31/2015","5/17/2015","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.1cbank.com","538228","538228","500228","0","38000","0","0","0","","62294","58925","475934","148452","286946","40536","479303","322578","215650","479263","297071","0","20393","20393","0","",""
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","3/31/2015","5/17/2015","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","4","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.1stcolonial.com","380694","380694","195949","0","183662","1083","0","0","","56584","18374","324110","18706","249028","56377","362320","50859","329835","348899","182534","2740","23860","23860","0","",""
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2015","5/17/2015","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","3/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.1stcommunitybanks.com","61697","61697","52899","1","8610","187","0","0","","12527","8087","49170","5433","6838","36899","53610","8087","53610","50726","53989","1024","0","0","0","",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2015","5/17/2015","NM","2650 Route 130","1ST CONSTITUTION BANCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.1stconstitution.com","810527","810527","660847","0","145882","3798","0","0","","80455","46875","730072","52063","525416","152593","763652","159934","650593","781678","564177","21218","4419","4419","11570","",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2015","5/17/2015","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","78773","78773","74143","0","0","4630","0","0","","14330","7444","64443","20561","6407","37475","71329","7444","71329","71725","66753","3884","0","0","0","",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2015","5/17/2015","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","32038","32038","23640","0","0","8398","0","0","","628","543","31410","7105","293","24012","31495","543","31495","29248","26409","2316","300","300","3826","",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2015","5/17/2015","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.1fbusa.com","533671","533671","519236","0","14435","0","0","0","","14160","7917","519511","14174","964","504373","525754","7917","525754","163140","523888","1145","365968","365968","112436","",""
"58548","0","3655081","0","1st Manatee Bank","Parrish","FL","34219","3/31/2015","5/17/2015","NM","12215 Us Highway 301 N","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","1/25/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.1STMANATEE.COM","116328","116328","116328","0","0","0","0","0","","17551","8905","98777","31147","1330","66301","107423","8905","107423","104783","110177","6563","0","0","0","",""
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","3/31/2015","5/17/2015","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","WWW.BANKWITH1ST.COM","106068","106068","90092","54","15923","0","0","0","","37988","19723","68081","7278","21025","39776","86346","19723","86345","97542","87124","4559","0","0","0","",""
"3564","11706","737632","3437782","1st National Bank of South Florida","Homestead","FL","33030","3/31/2015","5/17/2015","N","1550 North Krome Avenue","HOMETOWN OF HOMESTEAD BANKING COMPANY","6","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/24/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.1stnatbank.com","268799","268799","210264","0","9681","48854","0","0","","25192","19503","243607","43386","95591","104630","249296","75295","193504","260767","239132","6637","0","0","48854","",""
"26977","10790","1000511","2421896","1st National Community Bank","East Liverpool","OH","43920","3/31/2015","5/17/2015","N","16924 St. Clair Avenue","TRI-STATE 1ST BANC, INC.","5","0","1","8","0","Columbiana","","","6/1/1987","6/1/1987","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.1stncb.com","122946","122946","83557","0","39389","0","0","0","","64319","54320","58627","1379","30637","26611","68626","54320","68626","110535","90874","3962","12111","12111","0","",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2015","5/17/2015","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","8","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","3/31/2006","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","WWW.FSBWA.COM","439075","439075","422006","9","1667","15393","0","0","","90565","60561","348510","154783","23392","170335","378514","60561","378514","377146","354395","12606","26662","26662","15393","",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2015","5/17/2015","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.1stsource.com","3870964","3870964","3326527","21","544109","307","0","0","","220778","220778","3650186","2307320","345412","997454","3650186","835407","3035557","3411083","2594712","189624","156187","156187","5805","",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2015","5/17/2015","NM","4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.1ststatebk.com","183297","183297","159192","0","17505","6600","0","0","","77169","60543","106128","64118","3860","38150","122754","54709","128588","160975","126671","1802","16200","16200","6600","",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2015","5/17/2015","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.1ststatebankmc.com","26930","26930","25901","2","1027","0","0","0","","8256","4329","18674","1522","5593","11559","22601","4371","22559","26668","24881","1414","0","0","0","",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2015","5/17/2015","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","15","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","http://www.1stsummit.com","805382","805382","712158","701","86346","6177","0","0","","80599","29533","724783","241528","137539","345717","775849","55620","749762","761620","680979","98685","0","0","0","",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2015","5/17/2015","NM","24 Commerce Drive","","3","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.1sttrustbankinc.com","172337","172337","166161","0","5426","750","0","0","","59853","53640","112484","8245","8758","95481","118697","42896","129441","120350","102077","4620","10055","10055","0","",""
"31249","6607","350572","3800630","1st United Bank","Faribault","MN","55021","3/31/2015","5/17/2015","NM","430 4th St Nw","FARIBAULT FSL BANCORPORATION, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","WWW.1STUNITED.COM","125820","125820","124638","0","1182","0","0","0","","57420","20690","68400","0","53164","15236","105130","20690","105130","125519","116433","7617","0","0","0","",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","3/31/2015","5/17/2015","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.21stcenturybank.com","311925","311925","308317","0","3608","0","0","0","","20529","15631","291396","60150","96946","134301","296294","15631","296294","242446","255578","12132","69129","69129","0","",""
"91005","0","455253","3688089","5Star Bank","Colorado Springs","CO","80914","3/31/2015","5/17/2015","NM","Peterson Air Force Base, 455","5STAR FINANCIAL, LLC","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.5starbankus.com","129748","129748","128922","0","0","826","0","0","","28767","12724","100981","67091","4084","29806","117024","12724","117024","124817","104954","5496","0","0","0","",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","3/31/2015","5/17/2015","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.ajsmithbank.com","170139","170139","161880","0","8259","0","0","0","","33312","22927","136827","6853","68795","61180","147212","22949","147190","162824","156252","21884","0","0","0","",""
"35029","0","2775151","2775142","AB&T National Bank","Albany","GA","31708","3/31/2015","5/17/2015","N","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.abtgold.com","111102","111102","108824","0","2278","0","0","0","","52195","35680","58907","32098","7700","19110","75422","24580","86522","107409","89253","3962","0","0","0","",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2015","5/17/2015","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.abacusbank.com","189180","189180","189180","0","0","0","0","0","","56808","53870","132372","5268","57506","69597","135310","57112","132068","139831","177872","0","47413","47413","2936","",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2015","5/17/2015","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.abbemae.com","45496","45496","44567","5","924","0","0","0","","6154","2170","39342","16929","2952","19461","43326","2170","43326","43224","41922","2622","0","0","0","",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2015","5/17/2015","SB","205 South Main St","","1","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.abbevillefirst.com","47950","47950","47950","0","0","0","0","0","","7457","2102","40493","1196","7803","31494","45848","1644","46306","45208","47214","9720","0","0","0","",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2015","5/17/2015","NM","401 East Spruce Street","ABBY BANCORP, INC.","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.abbybank.com","289744","289744","277527","0","11918","299","0","0","","47762","28321","241982","6479","123646","111857","261423","28321","261423","272548","248900","35921","0","0","0","",""
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","3/31/2015","5/17/2015","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.ABCBANK.NET","266893","266893","205770","0","20781","40342","0","0","","61654","47783","205239","50756","25709","128775","219110","47783","219110","234213","228599","10220","14395","14395","30709","",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2015","5/17/2015","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.theabingtonbank.com","103645","103645","96858","0","6787","0","0","0","","23753","13124","79892","20885","34244","24763","90521","12860","90785","101833","93859","6667","0","0","0","",""
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","3/31/2015","5/17/2015","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","54","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","3/28/2008","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","www.academybankco.com","254416","254416","253451","0","790","175","0","0","","133650","76523","120766","27202","38262","55302","177893","76523","177893","253125","218829","6539","133","133","0","",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2015","5/17/2015","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","9/22/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.acbbank.net","78686","78686","61919","0","10860","5907","0","0","","45555","21045","33131","2354","10686","20092","57641","21045","57641","68555","59626","683","2976","2976","4473","",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2015","5/17/2015","NM","8712 West Dodge Road","3MV BANCORP, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.ACCESSBANK.COM","197780","197780","188893","0","1000","7887","0","0","","93612","93612","104168","33083","844","70242","104168","67687","130093","174884","132601","4029","7139","494","0","",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2015","5/17/2015","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.accessnationalbank.com","794071","794071","658496","0","134530","1046","0","0","","425551","290940","368521","109590","9712","249219","503132","290940","503131","587032","451326","7941","156514","155018","0","",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2015","5/17/2015","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","11/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.ACCESSBANKTX.COM","137787","137787","119236","0","0","18551","0","0","","34402","32571","103385","33658","1349","68378","105216","16311","121476","123001","109384","2988","0","0","18551","",""
"14936","11454","730446","1205950","Ackley State Bank","Ackley","IA","50601","3/31/2015","5/17/2015","SM","650 Main Street","GNB BANCORPORATION","6","0","0","2","1","Hardin","","","1/1/1934","12/18/1934","11/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ackleystatebank.com","115551","115551","101427","3","13900","221","0","0","","46282","20702","69269","20683","10907","37679","94849","20702","94849","111899","96403","5586","1194","1194","0","",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2015","5/17/2015","NM","16 Lincoln Square","ACNB CORPORATION","20","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","2/7/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acnb.com","880884","880884","782617","3","98264","0","0","0","","71155","39224","809729","128112","425525","256092","841660","39224","841660","841779","822289","54172","790","790","0","",""
"18489","12279","463650","1055623","Adams Bank & Trust","Ogallala","NE","69153","3/31/2015","5/17/2015","SM","315 North Spruce Street","ADBANC, INC.","18","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.abtbank.com","536545","536545","482811","6","52463","1265","0","0","","85353","46187","451192","114018","178044","159130","490358","107033","429512","496965","437632","18441","17965","17965","0","",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2015","5/17/2015","SB","2 Center Street","","7","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","2/25/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.adamscommunity.com","320452","320452","311928","1","8523","0","0","0","","69242","24723","251210","49367","84910","116933","295729","23770","296682","302062","293392","30729","1474","1474","0","",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2015","5/17/2015","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.adamscountybank.net","109429","109429","92693","0","14647","2089","0","0","","41574","21514","67855","11027","17552","39276","87915","21514","87915","98454","94741","6971","6707","6707","0","",""
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","3/31/2015","5/17/2015","SA","201 West Main Street","","2","0","0","8","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","","20060","20060","19860","0","200","0","0","0","","0","0","20060","4854","1915","13289","20060","0","20060","20060","20067","1576","0","0","0","",""
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","3/31/2015","5/17/2015","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","3/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.AdamsDairyBank.com","80181","80181","64696","1","4843","10641","0","0","","24226","17913","55955","24029","1918","30008","62268","17913","62268","70126","49484","2321","5108","0","3577","",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","3/31/2015","5/17/2015","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.adamsstate.com","35599","35599","30779","0","3363","0","1457","0","","13840","6904","21759","400","7143","14216","28695","6904","28695","33940","32365","2629","0","0","0","",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2015","5/17/2015","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.adirondackbank.com","592537","592537","396919","0","194909","709","0","0","","72498","63094","520039","13990","371869","134180","529443","152818","439719","514391","417143","7112","35172","30473","0","",""
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","3/31/2015","5/17/2015","SA","579 Boylston Street","","3","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","6/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.admiralsbank.com","391171","391171","272085","0","470","118616","0","0","","7698","2275","383473","212299","2142","169032","388896","2968","388203","251697","355066","2808","122482","121489","116021","",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","3/31/2015","5/17/2015","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.adrianbank.com","126851","126851","112328","0","14491","32","0","0","","43631","22066","83220","20257","14199","48764","104785","22066","104785","122305","113891","5326","2275","2275","0","",""
