cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"15734","14078","811747","1206658","Security Savings Bank","Canton","SD","57013","3/31/2015","5/17/2015","NM","100 West Road","LARCH BANCORPORATION, INC.","4","0","1","2","1","Lincoln","43620","Sioux Falls, SD","6/14/1920","4/4/1940","5/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.ssbia.net","","","4.59566311249551","0.634958667784833","3.96070444471067","0.534920699637135","2.38974735325696","0","1.58954077819002","1.58954077819002","1.73957951101507","14.4252590034534","9.57079427725703","-5.15638344156367E-03","0","","57.8725645076356","5.57618181818182","33.6525307797538","90.9414501070571","1.27108239095315","24587.5","4.34749529927071E-03","5.16962843295638E-03","83.0279217885596","101.029584859746","113.883733237923","82.181790515939","11.1464345104177","9.33352503981596","10.8335365931936","12.0832637970654","10.8335365931936","183952.5","166940","20270","155147.5"
"14208","15663","616540","2339928","Security Savings Bank","Gowrie","IA","50543","3/31/2015","5/17/2015","SM","1015 Market","SECURITY FINANCIAL, INC.","6","0","0","2","1","Webster","","","4/18/1914","4/6/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.securitysavingsbank.com","","","3.77044635431106","0.529436489979162","3.2410098643319","0.473579471505462","2.13614570125868","0.15114238452302","1.17185728800181","1.22929139412056","1.28974834792977","12.7354182071245","8.73385237701709","5.93930035041872E-03","4500","411","60.7449856733524","3.77996774193548","31.4207650273224","95.0264125824593","1.73652694610778","","2.56018569880269E-02","0","56.0168630898028","66.2454837212119","73.7420376798894","84.559520050521","9.94888162554724","9.32876828134246","15.2613163317521","16.5101580759816","15.2613163317521","119093","111817","11495.5","67348"
"12592","15341","955959","1060850","Security State Bank","Basin","WY","82410","3/31/2015","5/17/2015","SM","201 South Fourth Street","FINANCIAL SECURITY CORPORATION","5","0","0","4","0","Big Horn","","","6/1/1929","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","http://www.securitystatebk.com","","","3.99105712216184","0.38756651500566","3.60349060715618","0.513771109132573","2.57235853049786","5.25447725249223E-02","0.86523725424372","0.86523725424372","1.24355961642316","8.93497724052693","8.93497724052693","1.99250320668485E-03","4500","1110","66.4956233021431","4.21820512820513","0","93.0068080967722","1.32350797472618","352.949061662198","0.302717160051061","0.374985548479197","59.6644580876542","69.3905684987434","73.4809380322285","85.9835268372743","10.2285575344964","9.95548348790037","15.715053737862","16.9677477674642","15.715053737862","342565","318913","33173","200752.5"
"10643","53307","397559","2332620","Security State Bank","Ansley","NE","68814","3/31/2015","5/17/2015","NM","624 Main St","MACKEY BANCO, INC.","2","0","0","2","1","Custer","","","2/5/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.ssbnebraska.com","","","5.41973010070261","0.989358955193455","4.43037114550915","1.11705898925976","3.80691722060367","0.185763690009938","1.12448953686016","1.12448953686016","1.16164227486215","13.5897627778194","-1.82593728953079","0.172392739392459","125","9.06666666666667","73.3781835655935","3.5539347826087","113.436123348018","91.2815556547856","1.00877006559839","217.404580152672","0.445311687596724","0.464005893937462","85.4765997271854","94.710658659907","113.062122756768","90.2502431475217","8.15507612505429","8.18910196503558","9.51050975000904","10.5408632104482","9.51050975000904","161495.5","147166","13363","139217"
"15839","0","750846","1206032","Security State Bank","Algona","IA","50511","3/31/2015","5/17/2015","NM","1 East State Street","BURT BANCSHARES, INC.","4","0","0","2","0","Kossuth","","","3/1/1931","8/15/1941","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.bankssb.com","","","4.04788453851171","0.441816919484126","3.60606761902758","0.20246067590718","1.86108082853138","0.233608472200592","1.03955770129263","1.03955770129263","1.44447905310699","8.83046012650378","8.83046012650378","0","","","52.5852585258526","6.49675","0","91.9517451033209","1.57192942123111","387.943262411348","0.271289490899296","0.405195700902351","65.9002578212183","74.8770303653018","82.4173444342846","88.0113133489822","11.7828144841652","12.3469086991432","13.9393452592686","15.1889293049834","13.9393452592686","102736","95062","12094.5","70607"
"18448","0","527749","1208410","Security State Bank","Radcliffe","IA","50230","3/31/2015","5/17/2015","NM","207 Isabella Street","DRAKE HOLDING COMPANY","4","0","0","2","1","Hardin","","","10/14/1914","10/26/1961","8/6/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ssbonline.biz","","","3.44716728717061","0.501934105592832","2.94523318157777","0.283188664476275","1.98232065133393","0.179485773259611","0.889451720819851","0.889451720819851","0.953268884645491","8.60422494453555","8.60422494453555","5.32967869651287E-02","642.857142857143","40.5714285714286","63.6363636363636","5.67911111111111","0","96.5448426983879","1.15734897178476","42.9085673146148","1.3587807168571","2.69724449967959","49.7935905462514","55.9007643647865","56.3975003877944","89.074972609172","10.4897088746283","9.88393234464526","17.5827826147767","18.624777090108","17.5827826147767","100286.5","96427","10367","52536"
"9036","12930","43052","1128497","Security State Bank","Iron River","WI","54847","3/31/2015","5/17/2015","NM","U S Hwy #2 7865","SECURITY BANK SHARES, INC.","3","0","0","4","0","Bayfield","","","6/6/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.sbankonline.com","","","4.59859131421704","0.363187235036886","4.23540407918016","0.855746472812221","2.81806166046783","0","1.38689945593705","1.38689945593705","1.9377247717702","7.62832217488334","7.62832217488334","-0.254354046702229","0","","59.2554291623578","4.85311764705882","0","92.220888937372","3.2145637251433","52.4992776654146","4.56831872780384","6.1230627697969","66.3091039113729","82.8266464799394","84.983067698139","80.0576948717016","18.1363101947808","17.6928589648596","22.2783028968218","23.630356978985","22.2783028968218","81332.5","74892.5","14787","56614"
"15851","12144","924348","1206201","Security State Bank","Independence","IA","50644","3/31/2015","5/17/2015","NM","231 First Street East","INDEPENDENCE BANCSHARES, INC.","3","0","0","2","0","Buchanan","","","10/4/1941","10/4/1941","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.ssbindee.com","","","3.64282586859659","0.383238468076339","3.25958740052026","0.828129308134726","2.61595987055642","0","0.979050069897596","0.979050069897596","1.27315206717909","8.11352521446324","-4.93866752184719","-2.76507252554812E-02","0","","67.2636815920398","4.27295833333333","160.869565217391","94.1141480824175","2.51433506873635","","0","0","39.6222367407436","50.2560233513086","52.2624376189741","78.8407719086113","12.3499527064583","11.3909682469788","20.6327543424318","21.889400921659","20.6327543424318","103365.5","97067.5","12473","43398.5"
"16448","0","270652","0","Security State Bank","Alexandria","SD","57311","3/31/2015","5/17/2015","NM","450 Main St","","3","0","0","2","1","Hanson","","","7/1/1946","7/1/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankwithsecurity.com","","","4.36301756784088","0.881530403732556","3.48148716410832","2.13273616720652E-02","2.10607696511643","2.66592020900814E-02","1.15700937070953","1.15700937070953","1.21565961530771","10.9977827050998","5.67627494456763","4.23665981739996E-02","100","46.6","62.8980891719745","4.92253333333333","48.3870967741936","95.4346000704245","0.498693379790941","112.254901960784","0.276280505972534","0.444250871080139","61.880061756819","69.6413601792437","72.8933346096168","88.855331942902","10.9523551558818","10.6403704247341","15.848156613336","16.3032892775514","15.848156613336","75021","71693.5","7892.5","47207"
"18374","18374","319551","1248836","Security State Bank","Scott City","KS","67871","3/31/2015","5/17/2015","NM","506 Main Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Scott","","","4/21/1961","4/21/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.ssbscott.com","","","4.16279837574109","0.460526501437734","3.70227187430335","0.424477494733826","2.17332477303719","0","1.12263685419729","1.06331612430823","1.64060551714624","7.35399350470634","4.27148125722464","0.391620396448593","0","5.58904109589041","55.6521739130435","5.48417142857143","41.9161676646707","95.0631948568868","1.29419405469035","203.727369542066","0.504308503433257","0.635257824022082","76.0114823960906","102.832635570404","111.967123792275","73.9176643430965","14.320173382097","14.437246310583","15.0358342665174","16.1069428891377","15.0358342665174","188467","177188.5","27250.5","149124"
"11907","0","389358","0","Security State Bank","Farwell","TX","79325","3/31/2015","5/17/2015","NM","100 5th Street","","1","0","0","2","1","Parmer","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.ssbfarwell.com","","","4.24641516401009","0.33643095985394","3.90998420415615","1.24651147653027","1.41900523176814","0.335223713009446","2.59391552687892","2.59391552687892","2.59391552687892","20.6296308279678","20.6296308279678","1.52282331442494E-02","3433.33333333333","300","32.6347305389222","10.0433333333333","0","81.8594424161965","0.439009093759799","39.1061452513966","0.742615333554597","1.12260896832863","65.8604381015599","75.9380441229933","82.2078836713135","86.7291735811484","13.1530036508463","13.2079087477816","19.0167710357734","19.4366467525612","19.0167710357734","122903","97494","15453.5","78801"
"11552","0","425957","4261032","Security State Bank","Anahuac","TX","77514","3/31/2015","5/17/2015","NM","1500 Miller Street","SSB BANCSHARES, INC.","3","0","0","4","0","Chambers","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1925","1/1/1934","3/26/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.ssb-tx.com","","","4.71695586462857","0.520365020757208","4.19659084387136","0.559468111302635","3.48551259952393","0.173356316178281","0.371507838791759","0.651399491094148","0.879914635147336","6.68643839309787","6.68643839309787","-9.64936615726055E-03","-3300","","83.7752525252525","4.34794444444444","0","84.7041386095601","1.63117566868801","","0.429321646244074","0","53.4760998172828","59.6577505042514","63.2434719535783","89.63814318388","9.60479409171639","8.7495732556002","12.797196082197","14.0474361436528","12.797196082197","152287.5","130677.5","14836","82907"
"235","0","425845","1209172","Security State Bank","Sutherland","IA","51058","3/31/2015","5/17/2015","NM","109 West 2nd Street","OLD O'BRIEN BANC SHARES, INC.","2","0","0","2","1","Obrien","","","1/1/1931","1/1/1934","4/24/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","mysecuritystate.com","","","4.74194014746277","0.416365476362585","4.32557467110019","0.20921077986071","1.54522347932208","0.165166405153192","2.56191446215395","2.56191446215395","2.61696993053835","28.4230886694493","4.39784179985748","7.67386091127098E-03","2250","379","35.7082273112808","7.65442857142857","84.5272206303725","95.6271812769452","1.10201389158356","","0","0","95.1344693081503","124.784881087896","149.507985158897","76.238778671544","9.21688658293052","9.13361506949389","9.64908852894629","10.7588753639046","9.64908852894629","108981","103755","9823","104250"
"421","0","58551","2180205","Security State Bank","Cheyenne","OK","73628","3/31/2015","5/17/2015","NM","402 Broadway","CHEYENNE BANKING CORPORATION","2","0","0","8","1","Roger Mills","","","6/22/1912","1/1/1934","1/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.ssbcheyenne.com","","","3.5222986321498","0.280371648195886","3.24192698395392","0.827196058888008","1.61064617235405","0.18890294614029","2.13162061328833","2.19922798348591","2.19922798348591","19.0496695157922","12.1600964540229","0.209358093132307","193.877551020408","23.8163265306122","40.9711684370258","8.16976","36.1663652802893","96.1159201739096","1.74404800448963","153.46628679962","0.515559820606725","1.13643722074726","44.5751160376804","50.6700950599969","61.0479306922726","87.9712500734416","11.6027888212138","10.1881470780449","19.1887314558596","20.4408947460968","19.1887314558596","201161.5","192601.5","23223.5","93619.5"
"13232","9431","111979","2572024","Security State Bank","Centralia","WA","98531","3/31/2015","5/17/2015","NM","1930 South Gold Street","SECURITY STATE CORPORATION","12","0","0","4","1","Lewis","","","12/26/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.ssbwa.com","","","3.25970017761187","0.143444879610779","3.11625529800109","0.842815673927051","2.57308543074072","0","1.20204858412547","1.20204858412547","1.20204858412547","10.2948036728146","-0.391402792158291","0.24726646918318","0","9.048","68.1587837837838","3.74375247524753","103.801945181256","94.2200735747212","4.31780652435283","190.512876953555","1.86528579627049","2.26641190527266","50.7231850290517","58.2574464336701","59.2661032399611","87.0672989191233","11.6175066579569","11.4306986845571","19.8611072192488","21.1454217688981","19.8611072192488","376357.5","354143","43944.5","202211"
"15738","0","306140","1204355","Security State Bank","Waverly","IA","50677","3/31/2015","5/17/2015","NM","933 16th Street, Southwest","FAYETTE BANCORPORATION","3","0","0","2","1","Bremer","47940","Waterloo-Cedar Falls, IA","4/23/1940","4/23/1940","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.securitystateonline.com","","","3.29566797007297","0.448289664090643","2.84737830598233","0.230523146405721","1.79713963116297","0","1.09145652992096","1.09145652992096","1.1526157320286","10.9035365996945","2.67888614733874","-1.10654660635988E-02","0","","60.9250398724083","6.16207142857143","75.4310344827586","95.713408060833","0.971420526538083","11500","6.14357416916853E-02","8.44713501337463E-03","40.7678308546523","51.1139854956618","53.014772384685","79.7586618599961","9.92940685530144","9.16741459093399","16.3303018977617","17.0466342759852","16.3303018977617","85024","81197.5","8511","36148.5"
