cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"19226","9725","786340","3179877","First American National Bank","Iuka","MS","38852","3/31/2015","5/17/2015","N","1251 First American Drive","FIRST AMERICAN BANCSHARES, INC.","9","0","0","8","1","Tishomingo","","","9/5/1964","9/5/1964","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","www.fanb.net","118929","1573","120502","0","120502","99504","99504","5352","30381","17010","13371","1423","58231","4117","","0","6798","","13974","234","0","8444","5296","226","0","0","226","0","0","0","","630","166","1468","3884","1573",""
"34040","0","2317672","2747765","First American State Bank","Greenwood Villag","CO","80111","3/31/2015","5/17/2015","SM","8390 E Crescent Parkway, # 1","FIRST AMERICAN BANCORP","1","0","0","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","7/10/1995","7/10/1995","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.fasbank.com","166133","1677","167810","354","168164","155025","155025","8482","85321","19400","65921","5075","56147","0","","583","10725","","1829","1425","98","8","298","2","0","0","2","0","0","0","","0","0","0","8482","1677",""
"26312","15660","1883321","0","First American Trust, FSB","Santa Ana","CA","92707","3/31/2015","5/17/2015","SA","5 1st American Way, 3rd Fl.","","9","0","1","5","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/30/1985","7/30/1985","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.firstamtrust.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"13011","0","762625","2496241","First and Citizens Bank","Monterey","VA","24465","3/31/2015","5/17/2015","NM","195 West Main Strret","HIGHLAND COUNTY BANKSHARES, INC.","3","0","0","8","0","Highland","","","9/1/1929","1/1/1934","3/23/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.firstandcitizensbank.com","65163","962","66125","0","66125","54233","54233","4404","5786","3129","2657","536","43032","475","","1148","4291","","6402","390","0","3376","2636","51","0","0","51","0","0","0","","0","0","685","3719","648",""
"16849","14212","466240","1096550","First Arkansas Bank and Trust","Jacksonville","AR","72076","3/31/2015","5/17/2015","NM","600 West Main Street","FIRST ARKANSAS BANCSHARES, INC.","22","0","0","4","1","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","11/5/1949","11/5/1949","8/5/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.firstarkansasbank.com","393406","14080","407486","0","407486","212954","212954","23529","104508","45933","58575","9008","72854","3055","","527","73472","0","118626","100876","19","722","17009","1907","0","1907","0","0","0","6634","0","2198","2042","6572","16957","6084",""
"58344","0","3503696","0","First Avenue National Bank","Ocala","FL","34471","3/31/2015","5/17/2015","N","910 Sw 1st Ave","","4","0","0","4","0","Marion","36100","Ocala, FL","11/16/2006","11/16/2006","7/28/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.firstavebank.com","79005","1532","80537","162","80699","69622","69622","9988","39002","20594","18408","1038","18959","635","","0","6277","","4791","0","0","183","4608","9","0","0","9","0","0","0","","0","0","1155","8833","1158",""
"6917","10684","899428","1076123","First Bank","Strasburg","VA","22657","3/31/2015","5/17/2015","SM","112 West King Street","FIRST NATIONAL CORPORATION","10","0","0","4","0","Shenandoah","","","7/1/1907","1/1/1934","11/6/2009","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fbvirginia.com","391746","6771","398517","0","398517","365114","365114","33345","141866","73336","68530","15963","172873","1067","","2761","18660","0","4906","0","678","2623","1605","7076","0","6413","663","0","0","0","0","783","783","3298","30047","4845",""
"1744","0","291330","1918755","First Bank","Wadley","AL","36276","3/31/2015","5/17/2015","NM","312 Main Street","PEOPLES INDEPENDENT BANCSHARES, INC.","5","0","0","7","1","Randolph","","","11/6/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.fbonline.biz","20539","318","20857","0","20857","15412","15412","4110","5288","2008","3280","0","3896","2118","","252","3145","","1282","0","0","102","1180","767","0","631","136","0","0","0","","0","0","0","4110","318",""
"15019","14337","216922","1076431","First Bank","Southern Pines","NC","28387","3/31/2015","5/17/2015","NM","300 S.W. Broad Street","FIRST BANCORP","89","0","1","4","0","Moore","","","1/1/1934","2/8/1935","4/21/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.localfirstbank.com","2368386","35996","2404382","0","2404382","2179649","2179649","285319","772521","433008","339513","57498","1009048","55263","","9656","122041","0","48010","13627","15287","4477","14619","45026","0","35267","9759","0","0","0","0","36447","18910","68664","216655","29169",""
"14885","8885","451068","1416701","First Bank","Ketchikan","AK","99901","3/31/2015","5/17/2015","NM","331 Dock Street","FIRST BANCORP, INC.","9","0","0","4","1","Ketchikan Gateway","","","9/15/1924","11/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","http://www.firstbankak.com","214530","3388","217918","0","217918","175676","175676","21992","111358","67346","44012","6475","35851","0","","15279","21094","0","5861","0","1342","868","3651","8","0","0","8","0","0","0","0","128","128","3846","18146","3424",""
"16473","0","49652","1055351","First Bank","Sterling","KS","67579","3/31/2015","5/17/2015","NM","128 South Broadway Avenue","CORONADO, INC.","3","0","0","2","0","Rice","","","1/1/1907","8/26/1946","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.first-bank.net","68922","2176","71098","0","71098","42150","42150","0","17874","6306","11568","0","12199","12077","","13838","6447","","1352","0","0","48","1304","7311","0","0","0","7311","0","0","","0","0","0","0","1077",""
"12229","12597","169653","1118797","First Bank","Creve Coeur","MO","63141","3/31/2015","5/17/2015","SM","11901 Olive Boulevard","FIRST BANKS, INC.","130","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","7/30/1906","1/1/1934","12/1/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","WWW.FIRSTBANKS.COM","3129255","64142","3193397","1277","3194674","2475120","2475120","110704","1153432","622217","531215","114288","1074174","22522","","15507","657318","12","19713","0","9324","4959","5430","27016","0","6705","19952","359","0","0","0","76043","591","63186","47518","47794",""
"3121","13255","239659","1109544","First Bank","Burkburnett","TX","76354","3/31/2015","5/17/2015","NM","300 East Third","FIRST BURKBURNETT BANCSHARES, INC.","6","0","0","4","1","Wichita","48660","Wichita Falls, TX","1/1/1907","1/1/1934","7/8/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.firstbankweb.com","273751","4999","278750","0","278750","186601","186601","27349","54598","27276","27322","4156","97406","3092","","2720","82462","0","6461","0","0","2860","3601","506","0","342","164","0","0","0","452","132","61","11185","16164","3424",""
"9620","13673","131436","2061162","First Bank","Clewiston","FL","33440","3/31/2015","5/17/2015","NM","300 East Sugarland Highway","PIONEER BANKCORP, INC.","5","0","0","4","0","Hendry","","","1/1/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.first1bank.net","190247","3787","194034","0","194034","163986","163986","5903","66788","34105","32683","2126","57252","31917","","9804","7174","","6217","705","148","635","4729","6853","0","6656","197","0","0","0","","5503","5041","1160","4743","2416",""
"58481","0","3401970","0","First Bank","Hamilton","NJ","8690","3/31/2015","5/17/2015","NM","2465 Kuser Road","","9","0","0","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","6/12/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.firstbanknj.com","538893","6181","545074","696","545770","441667","441667","33182","323188","121907","201281","27194","58103","0","","0","94568","0","3066","0","0","105","2961","6469","0","0","6469","0","0","1704","0","541","541","11317","21865","6181",""
"88","10660","329345","2352196","First Bank","Hampton","AR","71744","3/31/2015","5/17/2015","NM","302 E Main","HARRELL BANCSHARES, INC.","12","0","0","4","0","Calhoun","","","10/8/1907","1/1/1934","2/3/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","www.firstbankar.com","259261","3460","262721","1556","264277","216661","216661","27654","76533","36533","40000","9002","88055","15417","","1106","29015","0","12320","0","45","4269","8006","5175","0","287","388","0","4500","0","0","4268","3732","8325","19329","3241",""
"5907","0","875936","1082692","First Bank","Mccomb","MS","39648","3/31/2015","5/17/2015","NM","105 South Broadway Street","FIRST SOUTHWEST CORPORATION","12","0","0","4","1","Pike","","","6/25/1895","1/1/1934","11/4/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","WWW.FIRSTBANKMS.COM","228643","2315","230958","0","230958","192237","192237","26222","88332","33417","54915","5183","54777","17723","","130","31433","0","6260","0","506","3572","2182","898","0","478","420","0","0","31433","0","0","0","6028","20194","2315",""
"5525","0","402462","1104307","First Bank & Trust","Seymour","TX","76380","3/31/2015","5/17/2015","SM","201 North Washington Street","BAYLOR BANCSHARES, INC.","8","0","0","2","0","Baylor","","","3/5/1890","1/1/1934","11/15/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fbtseymour.com","38612","865","39477","0","39477","14426","14426","196","11288","542","10746","0","2436","506","","15410","5961","","2636","0","0","754","1882","1044","0","1004","40","0","0","0","","0","0","0","196","865",""
"27078","11955","550756","1123072","First Bank & Trust","Sioux Falls","SD","57104","3/31/2015","5/17/2015","NM","110 North Minnesota Avenue","FISHBACK FINANCIAL CORPORATION","7","0","0","4","0","Minnehaha","43620","Sioux Falls, SD","10/31/1987","10/31/1987","5/5/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","529799","6236","536035","0","536035","326385","326385","46374","155027","68090","86937","26452","69429","29103","","60542","129081","0","8845","0","1631","2992","4222","11182","0","2548","8214","420","0","602","0","0","0","13611","32763","6236",""
"14778","14038","294564","2410854","First Bank & Trust","Lubbock","TX","79424","3/31/2015","5/17/2015","NM","9816 Slide Road","FIRST BANK LUBBOCK BANCSHARES, INC.","8","0","0","4","1","Lubbock","31180","Lubbock, TX","1/1/1934","9/28/1934","10/14/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.firstbanktexas.com","553420","7477","560897","0","560897","415824","415824","101563","139714","68837","70877","14529","156136","3882","","7575","110880","0","16535","4065","97","4195","8178","10083","0","369","9024","690","0","0","0","2215","2037","41161","60402","7562",""
"3973","9589","77851","1123072","First Bank & Trust","Brookings","SD","57006","3/31/2015","5/17/2015","NM","520 6th Street","FISHBACK FINANCIAL CORPORATION","6","0","0","4","0","Brookings","","","11/2/1925","1/1/1934","6/21/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","682542","9321","691863","0","691863","442223","442223","60461","173251","92306","80945","55556","84898","68057","","79419","74833","2971","17362","6501","252","5411","5198","78025","0","56103","16543","5379","0","1846","129","453","453","6492","53969","9321",""
"34060","14013","2333298","2339656","First Bank & Trust","Evanston","IL","60201","3/31/2015","5/17/2015","SM","820 Church Street","FIRST EVANSTON BANCORP, INC.","9","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/6/1995","9/6/1995","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstbt.com","717721","10724","728445","0","728445","412896","412896","25474","264390","215186","49204","16083","106610","339","","650","258859","0","25213","0","2767","20112","2334","30827","0","9525","21302","0","0","0","0","872","872","4491","20983","10071",""
"27394","0","1228034","0","First Bank & Trust Co.","Duncan","OK","73533","3/31/2015","5/17/2015","NM","923-925 Main Street","","10","0","0","4","1","Stephens","","","12/8/1988","12/8/1988","4/11/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fb247.com","372256","3933","376189","0","376189","309250","309250","42497","84984","65074","19910","9836","160517","11416","","6221","31600","0","28376","0","0","12620","15756","742","0","742","0","0","0","0","0","0","0","33237","9260","3933",""
"13946","0","640956","1138133","First Bank & Trust Company","Perry","OK","73077","3/31/2015","5/17/2015","NM","407 7th Street","FNBT BANCSHARES, PERRY, OK, INC.","3","0","0","2","1","Noble","","","2/21/1934","2/21/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.bankfbt.com","71768","705","72473","0","72473","28471","28471","1603","2174","2048","126","729","18323","5642","","24490","8137","","11324","0","36","6646","4642","51","0","34","17","0","0","1157","","0","0","1180","423","705",""
"4219","15944","351850","1050851","First Bank & Trust Company","Wagoner","OK","74467","3/31/2015","5/17/2015","NM","111 Casaver Street","FIRST WAGONER CORPORATION","9","0","0","4","1","Wagoner","46140","Tulsa, OK","1/1/1895","1/1/1934","3/17/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","fbtwagoner.com","234104","5874","239978","0","239978","171522","171522","27675","53574","21299","32275","2103","76273","11897","","2519","46956","","15425","0","0","6601","8824","3556","0","833","2723","0","0","0","","2616","2504","11014","16661","2597",""
"5394","15945","244158","1053320","First Bank & Trust Company","Cozad","NE","69130","3/31/2015","5/17/2015","NM","747 Meridian","MIDWEST BANCO CORPORATION","6","0","1","2","1","Dawson","","","1/1/1883","1/1/1934","6/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstbankandtrustcozad.com","170450","3690","174140","0","174140","76872","76872","6078","31197","0","31197","910","5908","32779","","61120","28287","","6488","0","17","2777","3694","1373","0","1358","0","15","0","96","","744","716","0","6078","2910",""
"3167","0","552657","1108677","First Bank & Trust Company","Dawson","TX","76639","3/31/2015","5/17/2015","SM","109 N Main Street","DAWSON BANCSHARES, INC.","2","0","0","2","1","Navarro","","","2/15/1915","1/1/1934","6/1/2010","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","","13335","159","13494","0","13494","6618","6618","0","2838","157","2681","0","2270","1510","","3593","1643","","1620","0","0","631","989","20","0","0","20","0","0","0","","0","0","0","0","159",""
"17233","0","642259","1104660","First Bank & Trust East Texas","Diboll","TX","75941","3/31/2015","5/17/2015","NM","104 North Temple Drive","DIBOLL STATE BANCSHARES, INC.","18","0","0","4","0","Angelina","","","6/18/1953","6/18/1953","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.fbtet.com","593963","7256","601219","0","601219","445279","445279","58558","204455","82306","122149","928","173517","7821","","4292","85123","0","64417","1070","0","21618","41729","2108","0","266","1842","0","0","0","0","416","370","9477","49081","7471",""
"26638","0","372556","1123072","First Bank & Trust of Milbank","Milbank","SD","57252","3/31/2015","5/17/2015","NM","215 West Fourth Avenue","FISHBACK FINANCIAL CORPORATION","3","0","0","2","0","Grant","","","3/27/1986","3/27/1986","1/20/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","110317","1350","111667","0","111667","69248","69248","4103","19752","15770","3982","2448","14420","28525","","25809","11109","","4805","0","88","2743","1974","696","0","0","426","270","0","423","","0","0","1977","2126","1350",""
"5227","11149","755850","1123072","First Bank & Trust, National Association","Pipestone","MN","56164","3/31/2015","5/17/2015","N","101 Second Street, N.W.","FISHBACK FINANCIAL CORPORATION","2","0","0","2","0","Pipestone","","","2/28/1889","1/1/1934","1/1/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","http://www.bankeasy.com","127472","1742","129214","0","129214","76464","76464","3289","31405","14761","16644","2408","9531","29831","","19709","23895","","4530","711","89","2128","1602","4616","0","4599","17","0","0","879","","0","0","103","3186","1742",""
"29786","4087","221476","2971261","First Bank & Trust, S.B.","Paris","IL","61944","3/31/2015","5/17/2015","SB","101 South Central Avenue","FIRST BANCTRUST CORPORATION","7","0","0","4","0","Edgar","","","1/1/1887","12/29/1937","2/1/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.firstbanktrust.com","325094","4528","329622","542","330164","236283","236283","8234","62015","5163","56852","33429","91411","41194","","16582","38528","0","36133","0","74","29424","6635","2638","0","927","792","919","0","0","0","3666","304","2115","6119","4186",""
"33405","9640","1862719","2127657","First Bank and Trust","New Orleans","LA","70112","3/31/2015","5/17/2015","NM","909 Poydras St., Suite 100","FIRST TRUST CORPORATION","16","0","1","4","1","Orleans","35380","New Orleans-Metairie, LA","5/17/1991","5/17/1991","2/19/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","fbtonline.com","661030","4323","665353","0","665353","549599","549599","50520","309308","154716","154592","36593","152323","855","","90","106950","0","8714","1692","70","265","6687","0","0","0","0","0","0","0","0","2218","1508","28296","22224","4323",""
"15348","15563","157856","1055593","First Bank and Trust Company","Clinton","OK","73601","3/31/2015","5/17/2015","SM","501 Frisco Avenue","CLINTON BANCSHARES, INC.","1","0","0","8","1","Custer","","","1/1/1903","2/1/1936","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.fbtok.com","28061","289","28350","5","28355","20134","20134","510","5144","5089","55","0","14255","225","","29","552","","6810","0","0","3718","3092","830","0","729","101","0","0","0","","0","0","350","160","289",""
"5438","13618","114859","2850432","First Bank and Trust Company","Minden","NE","68959","3/31/2015","5/17/2015","SM","315 East 4th Street","FIRST OF MINDEN FINANCIAL CORPORATION","1","0","0","2","1","Kearney","","","9/4/1883","1/1/1934","1/2/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.firstofminden.com","28886","430","29316","0","29316","15961","15961","100","1640","530","1110","0","7658","6563","","9776","2043","","1086","0","50","668","368","450","0","444","6","0","0","0","","0","0","0","100","430",""
"18641","0","646444","1202986","First Bank and Trust Company of Illinois","Palatine","IL","60067","3/31/2015","5/17/2015","NM","300 East Northwest Highway","NORTHWEST BANCORPORATION OF ILLINOIS, INC.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/20/1962","12/20/1962","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstbankillinois.com","152562","1907","154469","0","154469","123308","123308","31167","54458","12820","41638","31910","5773","0","","0","30655","0","0","0","0","0","0","506","0","0","506","0","0","0","0","0","0","0","31167","1907",""
"3134","12529","749952","2007610","First Bank and Trust of Childress","Childress","TX","79201","3/31/2015","5/17/2015","NM","301 North Main Street","CHILDRESS BANCSHARES, INC.","3","0","0","2","1","Childress","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fbtchildress.net","45670","294","45964","0","45964","24490","24490","2911","4636","4025","611","0","10609","6334","","6022","11337","","3342","0","0","1429","1913","773","0","666","6","101","0","0","","0","0","969","1942","294",""
"5405","15703","266655","1247811","First Bank and Trust of Fullerton","Fullerton","NE","68638","3/31/2015","5/17/2015","SM","230 Broadway","FIRST NATIONAL HOLDING COMPANY, INC.","2","0","0","2","0","Nance","","","10/1/1881","1/1/1934","6/28/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.fbtfullerton.com","47650","589","48239","0","48239","25318","25318","0","1296","0","1296","0","741","23281","","18260","3012","","1523","0","0","478","1045","126","0","8","118","0","0","0","","0","0","0","0","589",""
"3335","11790","373553","1241211","First Bank and Trust of Memphis","Memphis","TX","79245","3/31/2015","5/17/2015","NM","501 Main Street","FALCON BANCORPORATION, INC.","1","0","0","2","1","Hall","","","3/1/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.firstmemphis.com","38351","508","38859","0","38859","21359","21359","2609","8752","0","8752","1711","4458","3829","","6571","10297","","547","0","0","207","340","85","0","0","85","0","0","0","","0","0","0","2609","508",""
"5097","13046","147857","1143548","First Bank Blue Earth","Blue Earth","MN","56013","3/31/2015","5/17/2015","SM","306 South Main Street","FNB BANCSHARES INC.","1","0","0","2","1","Faribault","","","1/1/1869","1/1/1934","12/15/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.firstbankblueearth.com","123782","1755","125537","0","125537","65201","65201","3320","21133","7578","13555","0","8637","32111","","40026","16084","","3249","0","145","2032","1072","977","0","953","24","0","0","0","","322","322","148","3172","1625",""
"12517","12624","806846","2320618","First Bank Financial Centre","Oconomowoc","WI","53066","3/31/2015","5/17/2015","NM","155 West Wisconsin Avenue","OCONOMOWOC BANCSHARES, INC.","14","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","9/1/1859","1/1/1934","6/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","WWW.FBFCWI.COM","644806","6182","650988","0","650988","552826","552826","30384","322887","220957","101930","49951","148488","1116","","16","86796","0","5035","347","50","7","4631","6315","0","6105","210","0","0","0","0","0","0","7841","22543","6182",""
"4464","0","786948","1200142","First Bank Hampton","Hampton","IA","50441","3/31/2015","5/17/2015","SM","211 1st Avenue, N.W.","A. M. SAYLOR, INCORPORATED","1","0","0","2","1","Franklin","","","1/1/1933","1/1/1934","6/25/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.firstbankhampton.com","85458","1701","87159","0","87159","40949","40949","846","9115","8216","899","1613","12643","16732","","25157","15915","","4144","0","0","2496","1648","994","0","785","209","0","0","0","","151","0","515","331","1421",""
"18431","14529","192558","1056769","First Bank Kansas","Salina","KS","67401","3/31/2015","5/17/2015","NM","235 South Santa Fe Avenue","OTTAWA BANCSHARES, INC.","6","0","0","7","1","Saline","","","6/30/1955","9/11/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.firstbankkansas.com","154044","2469","156513","0","156513","113363","113363","2294","27932","247","27685","5600","53254","24283","","14194","11274","0","13257","0","99","8340","4818","4425","0","2222","1368","835","0","0","0","0","0","1440","854","2362",""
"5380","82171","983055","0","First Bank of Bancroft","Bancroft","NE","68004","3/31/2015","5/17/2015","SM","301 Main Street","","1","0","0","2","0","Cuming","","","1/1/1884","1/1/1934","12/22/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.firstbancroft.com","10769","126","10895","0","10895","4617","4617","200","495","291","204","0","1502","2420","","4873","930","","461","0","3","140","318","14","0","0","14","0","0","0","","0","0","200","0","126",""
"9288","13103","312244","1133008","First Bank of Berne","Berne","IN","46711","3/31/2015","5/17/2015","SM","102 West Main Street","FIRST BERNE FINANCIAL CORPORATION","10","0","1","2","1","Adams","","","10/21/1891","1/1/1934","2/18/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.firstbankofberne.com","434308","5713","440021","717","440738","388638","388638","8831","46075","38734","7341","13298","159079","161355","","18127","20519","0","5025","0","0","2594","2431","8429","0","7631","798","0","0","177","0","566","0","681","8150","5051",""
"2784","0","533535","1082889","First Bank of Boaz","Boaz","AL","35957","3/31/2015","5/17/2015","NM","124 South Main Street","FIRST BOAZ BANCORPORATION","1","0","0","7","0","Marshall","","","1/1/1906","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://firstbankofboaz.com","47211","1027","48238","0","48238","31889","31889","3834","14011","11097","2914","0","14044","0","","1273","7504","","4974","0","0","2290","2684","2598","0","2553","45","0","0","0","","6","6","1265","2569","1027",""
"4056","0","151555","1057654","First Bank of Chandler","Chandler","OK","74834","3/31/2015","5/17/2015","SM","902 Manvel Street","FIRST CHANDLER CORP.","2","0","0","4","1","Lincoln","36420","Oklahoma City, OK","12/31/1892","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.firstbankchandler.com","79129","1697","80826","67","80893","57139","57139","14160","19242","5623","13619","0","12937","10800","","5139","13152","","5450","16","0","3177","2257","13","0","0","13","0","0","0","","0","0","2272","11888","1017",""
"57514","0","3189634","0","First Bank of Charleston, Inc.","Charleston","WV","25362","3/31/2015","5/17/2015","NM","201 Pennsylvania Avenue","","1","0","0","4","0","Kanawha","16620","Charleston, WV","6/2/2003","6/2/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.fbofc.com","150894","1882","152776","0","152776","116077","116077","1849","58953","2331","56622","4332","50943","0","","0","26392","","2441","0","0","1384","1057","7866","0","0","7866","0","0","4492","","1954","972","755","1094","1730",""
"15580","0","823638","1246252","First Bank of Coastal Georgia","Pembroke","GA","31321","3/31/2015","5/17/2015","NM","250 West Bacon Street","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","7","0","Bryan","42340","Savannah, GA","1/1/1907","2/10/1938","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.firstbankofcg.com","30863","1056","31919","56","31975","29484","29484","3357","14076","5093","8983","1647","9371","1033","","0","735","","1035","160","0","245","630","721","0","652","69","0","0","0","","0","0","389","2968","687",""
"34116","0","2349459","2349440","First Bank of Dalton","Dalton","GA","30721","3/31/2015","5/17/2015","NM","118 North Hamilton Street","FBD HOLDING COMPANY, INC.","4","0","0","4","0","Whitfield","19140","Dalton, GA","1/8/1996","1/8/1996","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","https://www.firstbankofdalton.com","139639","3792","143431","0","143431","115460","115460","8182","54305","19491","34814","4652","36216","12105","","326","24292","","3353","241","27","780","2305","0","0","0","0","0","0","0","","579","387","1717","6465","1801",""
