cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","3/31/2015","5/17/2015","SM","304 High Street","DELMARVA BANCSHARES, INC.","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","10/31/2014","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.1880bank.com","120273","1480","121753","0","121753","105088","105088","1392","54698","25526","29172","213","38296","10489","","2529","12414","","1021","0","47","119","855","701","0","684","17","0","0","0","","3888","1387","1392","0","1573",""
"33785","15377","2713920","3063622","1919 Investment Counsel & Trust Company,  National Association","Baltimore","MD","21202","3/31/2015","5/17/2015","N","100 Light Street","STIFEL FINANCIAL CORP.","1","0","0","7","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","2/16/1993","9/29/1999","10/8/2014","Stock","0","1","OCC","DIF","New York","KANSAS CITY","Baltimore","Richmond","Northeastern","Southeast","http://www.1919ic.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",""
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","3/31/2015","5/17/2015","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stadvantagebank.com","64851","940","65791","0","65791","57288","57288","5797","37565","17107","20458","5076","8389","461","","0","7161","","255","0","5","91","159","1087","0","0","1087","0","0","0","","524","0","1483","4314","868",""
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","3/31/2015","5/17/2015","SM","201 North Wilbur","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Richland","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.our1stbank.com","22851","993","23844","0","23844","7357","7357","0","364","0","364","0","636","6357","","11375","4103","","991","0","1","582","408","18","0","0","18","0","0","0","","0","0","0","0","993",""
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","3/31/2015","5/17/2015","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www/1stbankandtrust.com","68812","1015","69827","6","69833","43480","43480","3230","14597","3871","10726","0","23157","2496","","1956","4651","","19419","0","22","13215","6182","327","0","223","0","104","0","0","","0","0","410","2820","941",""
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","3/31/2015","5/17/2015","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.1stbankseaisle.com","173277","1347","174624","160","174784","173128","173128","13786","28078","21077","7001","0","131264","0","","0","966","","689","0","0","0","689","0","0","0","0","0","0","0","","0","0","11068","2718","1347",""
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","3/31/2015","5/17/2015","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","2/21/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.1stbankyuma.com","157746","1657","159403","779","160182","133691","133691","13011","92044","50726","41318","4305","13792","10539","","1165","23621","","1705","0","173","353","1179","0","0","0","0","0","0","559","","130","130","2033","10978","1679",""
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","3/31/2015","5/17/2015","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.1stcameron.com","28976","265","29241","0","29241","27399","27399","228","2316","2316","0","176","20562","4117","","518","443","","875","0","50","174","651","6","0","0","6","0","0","0","","0","0","134","94","0",""
"58485","0","3594797","0","1st Capital Bank","Monterey","CA","93940","3/31/2015","5/17/2015","NM","5 Harris Court, Bldg N, # No","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","7/26/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.1stcapitalbank.com","342823","5537","348360","0","348360","296944","296944","6599","134171","59931","74240","18148","123040","14986","","2237","44851","0","321","0","321","0","0","4007","0","0","4007","0","0","3803","0","1830","1830","502","6097","3984",""
"57657","0","3247598","3602236","1st Century Bank,  National Association","Los Angeles","CA","90067","3/31/2015","5/17/2015","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.1cbank.com","472093","7765","479858","0","479858","402211","402211","47198","146571","34650","111921","60344","148098","0","","0","71008","0","6639","0","5104","0","1535","0","0","0","0","0","0","282","0","49","0","33725","13473","6458",""
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","3/31/2015","5/17/2015","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","4","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.1stcolonial.com","260774","4106","264880","0","264880","242473","242473","30514","63012","35375","27637","5225","143633","89","","0","19463","0","2517","0","174","1227","1116","427","0","0","427","0","0","0","0","1329","1329","30514","0","3211",""
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2015","5/17/2015","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","3/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.1stcommunitybanks.com","46030","363","46393","0","46393","28692","28692","140","3771","3162","609","0","14069","10712","","8137","7801","","1736","0","17","1009","710","27","0","20","7","0","0","0","","0","0","0","140","363",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2015","5/17/2015","NM","2650 Route 130","1ST CONSTITUTION BANCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.1stconstitution.com","711538","7364","718902","0","718902","403630","403630","99432","221267","117957","103310","4","82927","0","","0","305628","0","1153","0","0","285","868","8491","0","0","0","8491","0","0","0","3930","3930","72650","26782","7364",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2015","5/17/2015","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","67529","969","68498","10","68508","59691","59691","0","27134","10574","16560","11829","20728","0","","0","8737","","80","0","3","0","77","0","0","0","0","0","0","0","","3523","3360","0","0","811",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2015","5/17/2015","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","31370","371","31741","2","31743","30026","30026","0","10458","3922","6536","9686","9882","0","","0","1576","","141","0","0","3","138","0","0","0","0","0","0","0","","0","0","0","0","368",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2015","5/17/2015","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.1fbusa.com","530506","23829","554335","0","554335","948","948","664","18","0","18","0","203","63","","5502","1937","0","544269","540972","0","542","2755","1679","0","631","828","220","0","863","0","14461","14423","0","664","8041",""
"58548","0","3655081","0","1st Manatee Bank","Parrish","FL","34219","3/31/2015","5/17/2015","NM","12215 Us Highway 301 N","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","1/25/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.1STMANATEE.COM","98499","1072","99571","180","99751","68163","68163","4651","37739","11130","26609","227","23519","2027","","139","30908","","541","0","0","76","465","0","0","0","0","0","0","0","","0","0","1397","3254","1072",""
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","3/31/2015","5/17/2015","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","WWW.BANKWITH1ST.COM","87688","1367","89055","6","89061","85563","85563","14439","19430","11198","8232","6524","45170","0","","0","2297","","1128","0","199","529","400","72","0","72","0","0","0","0","","0","0","10278","4161","981",""
"3564","11706","737632","3437782","1st National Bank of South Florida","Homestead","FL","33030","3/31/2015","5/17/2015","N","1550 North Krome Avenue","HOMETOWN OF HOMESTEAD BANKING COMPANY","6","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/24/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.1stnatbank.com","208823","2172","210995","38","211033","203423","203423","10443","99897","42748","57149","4509","82663","5911","","0","2559","0","1022","0","0","77","945","4029","0","270","3759","0","0","0","0","10737","9697","588","9855","2172",""
"26977","10790","1000511","2421896","1st National Community Bank","East Liverpool","OH","43920","3/31/2015","5/17/2015","N","16924 St. Clair Avenue","TRI-STATE 1ST BANC, INC.","5","0","1","8","0","Columbiana","","","6/1/1987","6/1/1987","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.1stncb.com","66125","825","66950","0","66950","47863","47863","1558","21427","13604","7823","1715","22570","593","","0","9161","","7349","0","195","4793","2361","2577","0","2577","0","0","0","0","","911","474","1558","0","866",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2015","5/17/2015","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","8","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","3/31/2006","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","WWW.FSBWA.COM","440154","6256","446410","951","447361","239566","239566","59690","49521","24879","24642","16884","113471","0","","0","66658","0","141131","0","1084","616","139431","6","0","0","6","0","0","5733","0","777","36","46251","13439","5828",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2015","5/17/2015","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.1stsource.com","3638854","85098","3723952","0","3723952","1319192","1319192","19920","634352","410291","224061","39908","526355","98657","","19495","2040117","60420","121030","0","41364","33092","46574","224118","0","3738","21353","199027","0","2799","0","8426","8055","7851","12069","51311",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2015","5/17/2015","NM","4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.1ststatebk.com","145119","2085","147204","15","147219","86965","86965","5028","57525","42883","14642","1439","22938","35","","0","57410","","1554","11","903","148","492","1290","0","408","55","827","0","0","","0","0","676","4352","2085",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2015","5/17/2015","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.1ststatebankmc.com","11820","148","11968","0","11968","6212","6212","0","653","220","433","0","4773","786","","2139","454","","3163","0","23","2555","585","0","0","0","0","0","0","0","","0","0","0","0","148",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2015","5/17/2015","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","15","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","http://www.1stsummit.com","445485","5655","451140","0","451140","342989","342989","17185","103426","71187","32239","7070","214210","1098","","10","64719","0","27250","2730","1429","14921","8170","16172","0","15408","764","0","0","0","0","0","0","8662","8523","5655",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2015","5/17/2015","NM","24 Commerce Drive","","3","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.1sttrustbankinc.com","150917","955","151872","16","151888","67730","67730","4697","42789","41102","1687","0","19767","477","","2313","75733","","4006","0","151","689","3166","2106","0","0","2106","0","0","0","","0","0","409","4288","955",""
"31249","6607","350572","3800630","1st United Bank","Faribault","MN","55021","3/31/2015","5/17/2015","NM","430 4th St Nw","FARIBAULT FSL BANCORPORATION, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","WWW.1STUNITED.COM","84753","906","85659","0","85659","66798","66798","8945","29803","22934","6869","1107","22537","4406","","3824","12228","","2609","0","565","1300","744","200","0","15","185","0","0","0","","27","27","4337","4608","906",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","3/31/2015","5/17/2015","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.21stcenturybank.com","269757","1702","271459","0","271459","211587","211587","28179","117636","82358","35278","33414","31584","774","","63","58173","0","730","0","33","153","544","907","0","0","907","0","0","0","0","6180","6097","10210","17969","1702",""
"91005","0","455253","3688089","5Star Bank","Colorado Springs","CO","80914","3/31/2015","5/17/2015","NM","Peterson Air Force Base, 455","5STAR FINANCIAL, LLC","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.5starbankus.com","113262","1190","114452","362","114814","102130","102130","14241","73397","27503","45894","1550","12242","700","","85","11006","","601","0","24","81","496","992","0","0","2","990","0","0","","83","83","5252","8989","1190",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","3/31/2015","5/17/2015","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.ajsmithbank.com","114418","1070","115488","0","115488","115182","115182","0","5769","3716","2053","3229","106184","0","","0","45","","76","0","0","0","76","185","0","185","0","0","0","45","","1207","0","0","0","1070",""
"35029","0","2775151","2775142","AB&T National Bank","Albany","GA","31708","3/31/2015","5/17/2015","N","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.abtgold.com","101169","1906","103075","0","103075","75176","75176","1741","35034","18369","16665","2392","28909","7100","","3059","20655","","4180","0","2807","226","1147","5","0","0","5","0","0","0","","998","872","352","1389","1289",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2015","5/17/2015","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.abacusbank.com","135881","1687","137568","21","137589","137399","137399","0","50955","824","50131","16093","70351","0","","0","24","","166","166","0","0","0","0","0","0","0","0","0","0","","1394","0","0","0","1647",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2015","5/17/2015","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.abbemae.com","47373","567","47940","0","47940","47851","47851","20493","0","0","0","0","27358","0","","0","0","","89","0","0","0","89","0","0","0","0","0","0","0","","464","0","20493","0","567",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2015","5/17/2015","SB","205 South Main St","","1","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.abbevillefirst.com","39408","666","40074","0","40074","39248","39248","1796","5545","5545","0","115","31792","0","","0","196","","623","0","26","338","259","7","0","0","7","0","0","0","","1311","0","1321","475","442",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2015","5/17/2015","NM","401 East Spruce Street","ABBY BANCORP, INC.","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.abbybank.com","245339","3816","249155","0","249155","213430","213430","10646","66641","27411","39230","24619","59239","52285","","21337","9250","0","1651","0","78","528","1045","3487","0","2003","1484","0","0","68","0","2202","1582","3091","7555","3196",""
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","3/31/2015","5/17/2015","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.ABCBANK.NET","233482","5475","238957","0","238957","232036","232036","10212","126337","77489","48848","52757","42730","0","","0","4719","0","1687","0","300","187","1200","515","0","0","515","0","0","0","0","17629","17424","4705","5507","3075",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2015","5/17/2015","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.theabingtonbank.com","92082","809","92891","0","92891","91247","91247","11389","14587","9674","4913","8866","56405","0","","0","1519","","125","0","0","19","106","0","0","0","0","0","0","0","","1538","0","7772","3617","890",""
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","3/31/2015","5/17/2015","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","54","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","3/28/2008","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","www.academybankco.com","134580","2943","137523","0","137523","101152","101152","7218","51938","8605","43333","12289","29707","0","","0","31045","0","1980","1007","22","7","944","3346","0","0","3346","0","0","4796","0","0","0","0","7218","2116",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2015","5/17/2015","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","9/22/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.acbbank.net","72258","1105","73363","0","73363","40908","40908","2880","16139","248","15891","0","9048","12841","","18869","9231","","4116","0","0","1912","2204","239","0","0","239","0","0","0","","0","0","1594","1286","1029",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2015","5/17/2015","NM","8712 West Dodge Road","3MV BANCORP, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.ACCESSBANK.COM","186852","2831","189683","0","189683","111480","111480","11267","50887","18726","32161","21899","25828","1599","","379","72423","","3329","0","38","247","3044","2072","0","0","552","0","1520","821","","0","0","4758","6509","2559",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2015","5/17/2015","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.accessnationalbank.com","838034","13331","851365","1572","852937","627115","627115","43493","327352","210634","116718","5276","249265","1729","","0","219952","0","5869","0","0","16","5853","0","0","0","0","0","0","0","0","0","0","9775","33718","10915",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2015","5/17/2015","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","11/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.ACCESSBANKTX.COM","117917","1536","119453","0","119453","93546","93546","11026","52893","34375","18518","9433","18111","2083","","0","24970","","933","0","0","414","519","4","0","0","4","0","0","0","","0","0","1916","9110","1413",""
"14936","11454","730446","1205950","Ackley State Bank","Ackley","IA","50601","3/31/2015","5/17/2015","SM","650 Main Street","GNB BANCORPORATION","6","0","0","2","1","Hardin","","","1/1/1934","12/18/1934","11/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ackleystatebank.com","95955","1069","97024","0","97024","57278","57278","2527","19756","12164","7592","4938","15317","14740","","15947","17188","","2339","14","52","1663","610","4272","0","2834","1438","0","0","0","","462","462","207","2320","1069",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2015","5/17/2015","NM","16 Lincoln Square","ACNB CORPORATION","20","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","2/7/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acnb.com","801740","15065","816805","0","816805","710696","710696","16654","229318","92682","136636","33082","407815","23827","","905","45048","0","14815","0","4851","689","9275","45341","0","34930","10411","0","0","0","0","6923","6632","6330","10324","9332",""
"18489","12279","463650","1055623","Adams Bank & Trust","Ogallala","NE","69153","3/31/2015","5/17/2015","SM","315 North Spruce Street","ADBANC, INC.","18","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.abtbank.com","531708","7344","539052","0","539052","326315","326315","17795","118736","64098","54638","17958","73478","98348","","121900","68989","0","12770","0","1493","7210","4067","9078","0","7849","0","0","1229","0","0","1878","1510","7570","10225","7090",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2015","5/17/2015","SB","2 Center Street","","7","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","2/25/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.adamscommunity.com","333715","2782","336497","0","336497","318790","318790","4382","32918","28195","4723","8337","273153","0","","0","8760","0","8947","0","120","6548","2279","0","0","0","0","0","0","235","0","3219","1856","1340","3042","2782",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2015","5/17/2015","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.adamscountybank.net","85366","953","86319","0","86319","42960","42960","1034","2533","2533","0","2668","7931","28794","","32708","7606","","1933","0","0","953","980","1112","0","0","1112","0","0","0","","0","0","1034","0","953",""
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","3/31/2015","5/17/2015","SA","201 West Main Street","","2","0","0","8","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","","12276","200","12476","0","12476","12370","12370","0","132","132","0","156","8993","3089","","0","0","","106","0","0","0","106","0","0","0","0","0","0","0","","173","0","0","0","141",""
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","3/31/2015","5/17/2015","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","3/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.AdamsDairyBank.com","63531","948","64479","0","64479","58957","58957","2773","19304","6672","12632","7562","29095","223","","0","5157","","364","0","4","198","162","1","0","0","1","0","0","0","","1252","1252","1469","1304","740",""
